idx	model	paradigm	condition	signal	seed	out
0	Linear	real_ppg_B		BIDMC	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/Linear/seed2021/pred.npy
1	Linear	real_ppg_B		BIDMC	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/Linear/seed2022/pred.npy
2	Linear	real_ppg_B		BIDMC	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/Linear/seed2023/pred.npy
3	Linear	real_ppg_B		DaLiA	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/DaLiA/Linear/seed2021/pred.npy
4	Linear	real_ppg_B		DaLiA	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/DaLiA/Linear/seed2022/pred.npy
5	Linear	real_ppg_B		DaLiA	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/DaLiA/Linear/seed2023/pred.npy
6	DLinear	real_ppg_B		BIDMC	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/DLinear/seed2021/pred.npy
7	DLinear	real_ppg_B		BIDMC	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/DLinear/seed2022/pred.npy
8	DLinear	real_ppg_B		BIDMC	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/BIDMC/DLinear/seed2023/pred.npy
9	DLinear	real_ppg_B		DaLiA	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/real_ppg_B/DaLiA/DLinear/seed2021/pred.npy
