idx	model	paradigm	condition	signal	seed	out
95	FreMLP	tier2_ecg	SNR_6	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_6/ECG/FreMLP/seed2021/pred.npy
96	FreMLP	tier2_ecg	SNR_1	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_1/ECG/FreMLP/seed2022/pred.npy
97	FreMLP	tier2_ecg	SNR_2	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_2/ECG/FreMLP/seed2022/pred.npy
98	FreMLP	tier2_ecg	SNR_3	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_3/ECG/FreMLP/seed2022/pred.npy
99	FreMLP	tier2_ecg	SNR_4	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_4/ECG/FreMLP/seed2022/pred.npy
100	FreMLP	tier2_ecg	SNR_5	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_5/ECG/FreMLP/seed2022/pred.npy
101	FreMLP	tier2_ecg	SNR_6	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_6/ECG/FreMLP/seed2022/pred.npy
102	FreMLP	tier2_ecg	SNR_1	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_1/ECG/FreMLP/seed2023/pred.npy
103	FreMLP	tier2_ecg	SNR_2	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_2/ECG/FreMLP/seed2023/pred.npy
104	FreMLP	tier2_ecg	SNR_3	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_3/ECG/FreMLP/seed2023/pred.npy
105	FreMLP	tier2_ecg	SNR_4	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_4/ECG/FreMLP/seed2023/pred.npy
106	FreMLP	tier2_ecg	SNR_5	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_5/ECG/FreMLP/seed2023/pred.npy
107	FreMLP	tier2_ecg	SNR_6	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_6/ECG/FreMLP/seed2023/pred.npy
108	MICN_Mean	tier2_ecg	SNR_1	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_1/ECG/MICN_Mean/seed2021/pred.npy
109	MICN_Mean	tier2_ecg	SNR_2	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_2/ECG/MICN_Mean/seed2021/pred.npy
110	MICN_Mean	tier2_ecg	SNR_3	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_3/ECG/MICN_Mean/seed2021/pred.npy
111	MICN_Mean	tier2_ecg	SNR_4	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_4/ECG/MICN_Mean/seed2021/pred.npy
112	MICN_Mean	tier2_ecg	SNR_5	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_5/ECG/MICN_Mean/seed2021/pred.npy
113	MICN_Mean	tier2_ecg	SNR_6	ECG	2021	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_6/ECG/MICN_Mean/seed2021/pred.npy
114	MICN_Mean	tier2_ecg	SNR_1	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_1/ECG/MICN_Mean/seed2022/pred.npy
115	MICN_Mean	tier2_ecg	SNR_2	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_2/ECG/MICN_Mean/seed2022/pred.npy
116	MICN_Mean	tier2_ecg	SNR_3	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_3/ECG/MICN_Mean/seed2022/pred.npy
117	MICN_Mean	tier2_ecg	SNR_4	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_4/ECG/MICN_Mean/seed2022/pred.npy
118	MICN_Mean	tier2_ecg	SNR_5	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_5/ECG/MICN_Mean/seed2022/pred.npy
119	MICN_Mean	tier2_ecg	SNR_6	ECG	2022	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_6/ECG/MICN_Mean/seed2022/pred.npy
120	MICN_Mean	tier2_ecg	SNR_1	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_1/ECG/MICN_Mean/seed2023/pred.npy
121	MICN_Mean	tier2_ecg	SNR_2	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_2/ECG/MICN_Mean/seed2023/pred.npy
122	MICN_Mean	tier2_ecg	SNR_3	ECG	2023	/uufs/sci.utah.edu/projects/medvic-lab/Rakib/Time_Series/TimeSynth_runs/revision/results/tier2_ecg__SNR_3/ECG/MICN_Mean/seed2023/pred.npy
